img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.240 | Acc:38.092% | total 2704
Server Batch[119/500] KD:0.0700 ValAcc19.1
Server Batch[120/500] KD:0.0697 ValAcc19.34
Server Batch[121/500] KD:0.0701 ValAcc19.12
Server Batch[122/500] KD:0.0710 ValAcc18.9
Server Batch[123/500] KD:0.0702 ValAcc18.58
Server Batch[124/500] KD:0.0682 ValAcc19.44
Server Batch[125/500] KD:0.0702 ValAcc18.68
Server Batch[126/500] KD:0.0671 ValAcc18.44
Server Batch[127/500] KD:0.0677 ValAcc18.48
Server Batch[128/500] KD:0.0688 ValAcc18.36
Server Batch[129/500] KD:0.0694 ValAcc19.36
Server Batch[130/500] KD:0.0668 ValAcc19.22
Server Batch[131/500] KD:0.0718 ValAcc19.36
Server Batch[132/500] KD:0.0671 ValAcc19.36
Server Batch[133/500] KD:0.0671 ValAcc19.28
Server Batch[134/500] KD:0.0677 ValAcc19.1
Server Batch[135/500] KD:0.0668 ValAcc19.76
Server Batch[136/500] KD:0.0668 ValAcc19.72
Server Batch[137/500] KD:0.0667 ValAcc19.38
Server Batch[138/500] KD:0.0649 ValAcc19.84
Server Batch[139/500] KD:0.0657 ValAcc19.02
Server Batch[140/500] KD:0.0668 ValAcc19.38
Server Batch[141/500] KD:0.0648 ValAcc19.58
Server Batch[142/500] KD:0.0632 ValAcc19.72
Server Batch[143/500] KD:0.0646 ValAcc19.34
Server Batch[144/500] KD:0.0652 ValAcc19.64
Server Batch[145/500] KD:0.0667 ValAcc19.54
Server Batch[146/500] KD:0.0689 ValAcc19.84
Server Batch[147/500] KD:0.0636 ValAcc19.92
Server Batch[148/500] KD:0.0645 ValAcc19.78
Server Batch[149/500] KD:0.0639 ValAcc19.92
Server Batch[150/500] KD:0.0643 ValAcc19.7
Server Batch[151/500] KD:0.0637 ValAcc19.7
Server Batch[152/500] KD:0.0607 ValAcc19.6
Server Batch[153/500] KD:0.0621 ValAcc19.58
Server Batch[154/500] KD:0.0634 ValAcc19.78
Server Batch[155/500] KD:0.0657 ValAcc19.84
Server Batch[156/500] KD:0.0627 ValAcc19.94
Server Batch[157/500] KD:0.0621 ValAcc20.3
Server Batch[158/500] KD:0.0627 ValAcc19.82
Server Batch[159/500] KD:0.0610 ValAcc19.74
Server Batch[160/500] KD:0.0634 ValAcc20.02
Server Batch[161/500] KD:0.0595 ValAcc19.96
Server Batch[162/500] KD:0.0614 ValAcc19.74
Server Batch[163/500] KD:0.0609 ValAcc19.56
Server Batch[164/500] KD:0.0596 ValAcc19.98
Server Batch[165/500] KD:0.0616 ValAcc20.08
Server Batch[166/500] KD:0.0618 ValAcc19.76
Server Batch[167/500] KD:0.0616 ValAcc20.08
Server Batch[168/500] KD:0.0625 ValAcc19.9
Server Batch[169/500] KD:0.0593 ValAcc19.98
Server Batch[170/500] KD:0.0705 ValAcc19.82
Server Batch[171/500] KD:0.0596 ValAcc19.68
Server Batch[172/500] KD:0.0626 ValAcc19.72
Server Batch[173/500] KD:0.0605 ValAcc19.6
Server Batch[174/500] KD:0.0594 ValAcc20.16
Server Batch[175/500] KD:0.0589 ValAcc20.12
Server Batch[176/500] KD:0.0630 ValAcc19.74
Server Batch[177/500] KD:0.0591 ValAcc19.86
Server Batch[178/500] KD:0.0602 ValAcc19.8
Server Batch[179/500] KD:0.0600 ValAcc19.74
Server Batch[180/500] KD:0.0589 ValAcc19.68
Server Batch[181/500] KD:0.0612 ValAcc20.2
Server Batch[182/500] KD:0.0607 ValAcc20.22
Server Batch[183/500] KD:0.0628 ValAcc20.06
Server Batch[184/500] KD:0.0582 ValAcc20.16
Server Batch[185/500] KD:0.0589 ValAcc20.4
Server Batch[186/500] KD:0.0569 ValAcc19.92
Server Batch[187/500] KD:0.0609 ValAcc20.16
Server Batch[188/500] KD:0.0608 ValAcc20.44
Server Batch[189/500] KD:0.0587 ValAcc20.58
Server Batch[190/500] KD:0.0583 ValAcc20.26
Server Batch[191/500] KD:0.0586 ValAcc20.06
Server Batch[192/500] KD:0.0584 ValAcc19.94
Server Batch[193/500] KD:0.0596 ValAcc19.98
Server Batch[194/500] KD:0.0652 ValAcc20.0
Server Batch[195/500] KD:0.0571 ValAcc20.28
Server Batch[196/500] KD:0.0582 ValAcc20.6
Server Batch[197/500] KD:0.0603 ValAcc20.8
Server Batch[198/500] KD:0.0590 ValAcc20.58
Server Batch[199/500] KD:0.0585 ValAcc20.36
Server Batch[200/500] KD:0.0589 ValAcc20.4
Server Batch[201/500] KD:0.0574 ValAcc20.46
Server Batch[202/500] KD:0.0593 ValAcc19.66
Server Batch[203/500] KD:0.0578 ValAcc20.38
Server Batch[204/500] KD:0.0585 ValAcc20.04
Server Batch[205/500] KD:0.0577 ValAcc20.92
Server Batch[206/500] KD:0.0569 ValAcc20.4
Server Batch[207/500] KD:0.0542 ValAcc20.82
Server Batch[208/500] KD:0.0546 ValAcc20.96
Server Batch[209/500] KD:0.0586 ValAcc20.4
Server Batch[210/500] KD:0.0559 ValAcc20.78
Server Batch[211/500] KD:0.0558 ValAcc20.6
Server Batch[212/500] KD:0.0563 ValAcc20.46
Server Batch[213/500] KD:0.0559 ValAcc20.18
Server Batch[214/500] KD:0.0536 ValAcc20.2
Server Batch[215/500] KD:0.0652 ValAcc20.04
Server Batch[216/500] KD:0.0560 ValAcc19.96
Server Batch[217/500] KD:0.0572 ValAcc20.4
Server Batch[218/500] KD:0.0574 ValAcc20.24
Server Batch[219/500] KD:0.0544 ValAcc20.64
Server Batch[220/500] KD:0.0565 ValAcc20.78
Server Batch[221/500] KD:0.0568 ValAcc20.76
Server Batch[222/500] KD:0.0550 ValAcc20.54
Server Batch[223/500] KD:0.0561 ValAcc21.2
Server Batch[224/500] KD:0.0551 ValAcc20.8
Server Batch[225/500] KD:0.0560 ValAcc20.36
Server Batch[226/500] KD:0.0560 ValAcc20.24
Server Batch[227/500] KD:0.0551 ValAcc20.98
Server Batch[228/500] KD:0.0546 ValAcc20.62
Server Batch[229/500] KD:0.0561 ValAcc21.02
Server Batch[230/500] KD:0.0561 ValAcc21.08
Server Batch[231/500] KD:0.0542 ValAcc21.14
Server Batch[232/500] KD:0.0538 ValAcc20.94
Server Batch[233/500] KD:0.0548 ValAcc21.18
Server Batch[234/500] KD:0.0541 ValAcc20.64
Server Batch[235/500] KD:0.0542 ValAcc20.76
Server Batch[236/500] KD:0.0545 ValAcc20.78
Server Batch[237/500] KD:0.0522 ValAcc20.34
Server Batch[238/500] KD:0.0555 ValAcc20.6
Server Batch[239/500] KD:0.0550 ValAcc20.24
Server Batch[240/500] KD:0.0523 ValAcc20.84
Server Batch[241/500] KD:0.0516 ValAcc20.88
Server Batch[242/500] KD:0.0583 ValAcc20.68
Server Batch[243/500] KD:0.0552 ValAcc20.78
Server Batch[244/500] KD:0.0528 ValAcc20.96
Server Batch[245/500] KD:0.0556 ValAcc21.04
Server Batch[246/500] KD:0.0514 ValAcc20.46
Server Batch[247/500] KD:0.0544 ValAcc20.84
Server Batch[248/500] KD:0.0532 ValAcc20.76
Server Batch[249/500] KD:0.0524 ValAcc21.0
Server Batch[250/500] KD:0.0538 ValAcc20.84
Server Batch[251/500] KD:0.0532 ValAcc20.78
Server Batch[252/500] KD:0.0528 ValAcc20.38
