img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.263 | Acc:36.686% | total 2704
personalized cli 12 ep 0 batch 167  train Loss: 4.374 | Acc:31.436% | total 2688
personalized cli 12 ep 1 batch 167  train Loss: 4.298 | Acc:39.100% | total 2688
personalized cli 12 ep 2 batch 167  train Loss: 4.334 | Acc:40.104% | total 2688
personalized cli 12 ep 3 batch 167  train Loss: 4.265 | Acc:45.833% | total 2688
personalized cli 12 ep 4 batch 167  train Loss: 4.304 | Acc:43.973% | total 2688
personalized cli 12 ep 5 batch 167  train Loss: 4.355 | Acc:45.052% | total 2688
personalized cli 12 ep 6 batch 167  train Loss: 4.375 | Acc:46.875% | total 2688
personalized cli 12 ep 7 batch 167  train Loss: 4.408 | Acc:47.693% | total 2688
personalized cli 12 ep 8 batch 167  train Loss: 4.404 | Acc:46.987% | total 2688
personalized cli 12 ep 9 batch 167  train Loss: 4.394 | Acc:48.065% | total 2688
cli 12 ep 0 batch 167  train Loss: 3.108 | Acc:30.432% | total 2688
cli 12 ep 1 batch 167  train Loss: 2.437 | Acc:39.658% | total 2688
cli 12 ep 2 batch 167  train Loss: 2.152 | Acc:46.057% | total 2688
cli 12 ep 3 batch 167  train Loss: 1.963 | Acc:49.442% | total 2688
cli 12 ep 4 batch 167  train Loss: 1.872 | Acc:52.307% | total 2688
cli 12 ep 5 batch 167  train Loss: 1.833 | Acc:51.823% | total 2688
cli 12 ep 6 batch 167  train Loss: 1.739 | Acc:53.571% | total 2688
cli 12 ep 7 batch 167  train Loss: 1.736 | Acc:55.022% | total 2688
cli 12 ep 8 batch 167  train Loss: 1.667 | Acc:57.143% | total 2688
cli 12 ep 9 batch 167  train Loss: 1.596 | Acc:57.366% | total 2688
personalized cli 14 ep 0 batch 115  train Loss: 4.619 | Acc:26.347% | total 1856
personalized cli 14 ep 1 batch 115  train Loss: 4.536 | Acc:38.362% | total 1856
personalized cli 14 ep 2 batch 115  train Loss: 4.518 | Acc:42.241% | total 1856
personalized cli 14 ep 3 batch 115  train Loss: 4.502 | Acc:44.397% | total 1856
personalized cli 14 ep 4 batch 115  train Loss: 4.555 | Acc:44.127% | total 1856
personalized cli 14 ep 5 batch 115  train Loss: 4.571 | Acc:46.336% | total 1856
personalized cli 14 ep 6 batch 115  train Loss: 4.561 | Acc:48.276% | total 1856
personalized cli 14 ep 7 batch 115  train Loss: 4.621 | Acc:47.306% | total 1856
personalized cli 14 ep 8 batch 115  train Loss: 4.607 | Acc:48.976% | total 1856
personalized cli 14 ep 9 batch 115  train Loss: 4.657 | Acc:49.030% | total 1856
cli 14 ep 0 batch 115  train Loss: 3.586 | Acc:26.778% | total 1856
cli 14 ep 1 batch 115  train Loss: 2.650 | Acc:39.925% | total 1856
cli 14 ep 2 batch 115  train Loss: 2.397 | Acc:43.373% | total 1856
cli 14 ep 3 batch 115  train Loss: 2.249 | Acc:45.905% | total 1856
cli 14 ep 4 batch 115  train Loss: 2.050 | Acc:50.539% | total 1856
cli 14 ep 5 batch 115  train Loss: 2.024 | Acc:50.916% | total 1856
cli 14 ep 6 batch 115  train Loss: 1.937 | Acc:52.425% | total 1856
cli 14 ep 7 batch 115  train Loss: 1.800 | Acc:54.041% | total 1856
cli 14 ep 8 batch 115  train Loss: 1.783 | Acc:53.610% | total 1856
cli 14 ep 9 batch 115  train Loss: 1.696 | Acc:57.166% | total 1856
FedAveraging update ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
서버 모델의 총 파라미터 수: 12,628,132
서버 모델의 학습 가능한 파라미터 수: 1,459,428
init_perf_on_val:  10.12
use kd dataset cifar100
Server Batch[000/500] KD:0.8766 ValAcc3.22
Server Batch[001/500] KD:1.3567 ValAcc3.16
Server Batch[002/500] KD:1.0399 ValAcc2.86
Server Batch[003/500] KD:0.9221 ValAcc3.78
Server Batch[004/500] KD:0.8870 ValAcc5.3
Server Batch[005/500] KD:0.8058 ValAcc5.08
Server Batch[006/500] KD:0.7699 ValAcc5.22
Server Batch[007/500] KD:0.7230 ValAcc6.04
Server Batch[008/500] KD:0.7336 ValAcc5.86
Server Batch[009/500] KD:0.6754 ValAcc5.26
Server Batch[010/500] KD:0.6600 ValAcc6.14
Server Batch[011/500] KD:0.6239 ValAcc6.8
Server Batch[012/500] KD:0.6295 ValAcc6.88
Server Batch[013/500] KD:0.5760 ValAcc7.42
Server Batch[014/500] KD:0.5497 ValAcc7.36
Server Batch[015/500] KD:0.5395 ValAcc7.38
Server Batch[016/500] KD:0.5102 ValAcc8.04
Server Batch[017/500] KD:0.5039 ValAcc8.62
Server Batch[018/500] KD:0.4675 ValAcc8.74
Server Batch[019/500] KD:0.4543 ValAcc8.76
Server Batch[020/500] KD:0.4602 ValAcc9.02
Server Batch[021/500] KD:0.4476 ValAcc9.22
Server Batch[022/500] KD:0.4217 ValAcc9.7
Server Batch[023/500] KD:0.4732 ValAcc9.96
Server Batch[024/500] KD:0.4025 ValAcc9.56
Server Batch[025/500] KD:0.3964 ValAcc9.84
Server Batch[026/500] KD:0.3906 ValAcc10.64
Server Batch[027/500] KD:0.3734 ValAcc10.56
Server Batch[028/500] KD:0.3747 ValAcc10.46
Server Batch[029/500] KD:0.3638 ValAcc10.76
Server Batch[030/500] KD:0.3482 ValAcc11.08
Server Batch[031/500] KD:0.3477 ValAcc11.26
Server Batch[032/500] KD:0.3366 ValAcc11.66
Server Batch[033/500] KD:0.3374 ValAcc12.26
Server Batch[034/500] KD:0.3281 ValAcc12.46
Server Batch[035/500] KD:0.3307 ValAcc12.76
Server Batch[036/500] KD:0.3215 ValAcc12.4
Server Batch[037/500] KD:0.3107 ValAcc12.78
Server Batch[038/500] KD:0.2969 ValAcc12.8
Server Batch[039/500] KD:0.3007 ValAcc12.9
Server Batch[040/500] KD:0.2879 ValAcc13.04
Server Batch[041/500] KD:0.2905 ValAcc13.26
Server Batch[042/500] KD:0.2760 ValAcc13.02
Server Batch[043/500] KD:0.2767 ValAcc13.56
Server Batch[044/500] KD:0.2717 ValAcc13.54
Server Batch[045/500] KD:0.2640 ValAcc14.08
Server Batch[046/500] KD:0.2598 ValAcc14.2
Server Batch[047/500] KD:0.2487 ValAcc13.9
Server Batch[048/500] KD:0.2540 ValAcc14.4
Server Batch[049/500] KD:0.2528 ValAcc14.28
Server Batch[050/500] KD:0.2391 ValAcc14.38
Server Batch[051/500] KD:0.2430 ValAcc14.56
Server Batch[052/500] KD:0.2422 ValAcc14.52
Server Batch[053/500] KD:0.2339 ValAcc14.66
Server Batch[054/500] KD:0.2352 ValAcc14.78
Server Batch[055/500] KD:0.2268 ValAcc14.9
Server Batch[056/500] KD:0.2372 ValAcc14.8
Server Batch[057/500] KD:0.2212 ValAcc15.32
Server Batch[058/500] KD:0.2189 ValAcc14.82
Server Batch[059/500] KD:0.2228 ValAcc15.64
Server Batch[060/500] KD:0.2160 ValAcc15.54
Server Batch[061/500] KD:0.2165 ValAcc15.72
Server Batch[062/500] KD:0.2115 ValAcc15.68
Server Batch[063/500] KD:0.2115 ValAcc15.94
Server Batch[064/500] KD:0.2070 ValAcc16.02
Server Batch[065/500] KD:0.2098 ValAcc15.98
Server Batch[066/500] KD:0.2035 ValAcc15.9
Server Batch[067/500] KD:0.1965 ValAcc16.26
Server Batch[068/500] KD:0.1999 ValAcc16.28
Server Batch[069/500] KD:0.1966 ValAcc16.44
Server Batch[070/500] KD:0.1953 ValAcc16.94
Server Batch[071/500] KD:0.1977 ValAcc17.28
Server Batch[072/500] KD:0.1926 ValAcc16.28
Server Batch[073/500] KD:0.1918 ValAcc16.7
Server Batch[074/500] KD:0.1951 ValAcc16.44
Server Batch[075/500] KD:0.1881 ValAcc16.62
Server Batch[076/500] KD:0.1879 ValAcc16.82
Server Batch[077/500] KD:0.1850 ValAcc16.9
Server Batch[078/500] KD:0.1880 ValAcc16.76
Server Batch[079/500] KD:0.1841 ValAcc17.24
Server Batch[080/500] KD:0.1873 ValAcc17.62
Server Batch[081/500] KD:0.1819 ValAcc17.26
Server Batch[082/500] KD:0.1794 ValAcc17.08
Server Batch[083/500] KD:0.1762 ValAcc17.2
Server Batch[084/500] KD:0.1775 ValAcc17.18
Server Batch[085/500] KD:0.1731 ValAcc17.18
Server Batch[086/500] KD:0.1749 ValAcc17.36
Server Batch[087/500] KD:0.1724 ValAcc17.58
Server Batch[088/500] KD:0.1749 ValAcc17.5
Server Batch[089/500] KD:0.1786 ValAcc17.34
Server Batch[090/500] KD:0.1684 ValAcc17.54
Server Batch[091/500] KD:0.1711 ValAcc17.82
Server Batch[092/500] KD:0.1656 ValAcc17.68
Server Batch[093/500] KD:0.1700 ValAcc17.74
Server Batch[094/500] KD:0.1710 ValAcc17.92
Server Batch[095/500] KD:0.1796 ValAcc17.78
Server Batch[096/500] KD:0.1660 ValAcc17.8
Server Batch[097/500] KD:0.1652 ValAcc17.66
Server Batch[098/500] KD:0.1659 ValAcc18.42
Server Batch[099/500] KD:0.1637 ValAcc18.04
Server Batch[100/500] KD:0.1634 ValAcc17.5
Server Batch[101/500] KD:0.1603 ValAcc18.12
Server Batch[102/500] KD:0.1645 ValAcc18.14
Server Batch[103/500] KD:0.1575 ValAcc18.38
Server Batch[104/500] KD:0.1530 ValAcc18.38
Server Batch[105/500] KD:0.1558 ValAcc18.34
Server Batch[106/500] KD:0.1583 ValAcc18.38
Server Batch[107/500] KD:0.1615 ValAcc18.3
Server Batch[108/500] KD:0.1530 ValAcc18.56
Server Batch[109/500] KD:0.1537 ValAcc18.32
Server Batch[110/500] KD:0.1582 ValAcc17.8
Server Batch[111/500] KD:0.1549 ValAcc17.66
Server Batch[112/500] KD:0.1549 ValAcc17.8
Server Batch[113/500] KD:0.1520 ValAcc18.24
Server Batch[114/500] KD:0.1544 ValAcc18.4
Server Batch[115/500] KD:0.1519 ValAcc18.8
Server Batch[116/500] KD:0.1507 ValAcc18.74
Server Batch[117/500] KD:0.1551 ValAcc18.82
Server Batch[118/500] KD:0.1556 ValAcc18.74
Server Batch[119/500] KD:0.1466 ValAcc18.7
Server Batch[120/500] KD:0.1502 ValAcc19.06
Server Batch[121/500] KD:0.1525 ValAcc18.58
Server Batch[122/500] KD:0.1553 ValAcc18.72
Server Batch[123/500] KD:0.1491 ValAcc18.78
Server Batch[124/500] KD:0.1480 ValAcc19.04
Server Batch[125/500] KD:0.1500 ValAcc18.6
Server Batch[126/500] KD:0.1479 ValAcc18.9
Server Batch[127/500] KD:0.1430 ValAcc18.64
Server Batch[128/500] KD:0.1472 ValAcc18.44
Server Batch[129/500] KD:0.1434 ValAcc18.78
Server Batch[130/500] KD:0.1416 ValAcc18.56
Server Batch[131/500] KD:0.1447 ValAcc18.98
Server Batch[132/500] KD:0.1455 ValAcc18.42
Server Batch[133/500] KD:0.1432 ValAcc18.98
Server Batch[134/500] KD:0.1431 ValAcc18.74
Server Batch[135/500] KD:0.1421 ValAcc18.9
Server Batch[136/500] KD:0.1400 ValAcc18.94
Server Batch[137/500] KD:0.1449 ValAcc18.46
Server Batch[138/500] KD:0.1399 ValAcc18.66
Server Batch[139/500] KD:0.1387 ValAcc18.7
Server Batch[140/500] KD:0.1410 ValAcc18.9
Server Batch[141/500] KD:0.1396 ValAcc19.06
Server Batch[142/500] KD:0.1380 ValAcc19.54
Server Batch[143/500] KD:0.1406 ValAcc18.88
Server Batch[144/500] KD:0.1410 ValAcc18.8
Server Batch[145/500] KD:0.1386 ValAcc18.54
Server Batch[146/500] KD:0.1482 ValAcc18.98
Server Batch[147/500] KD:0.1388 ValAcc18.82
Server Batch[148/500] KD:0.1413 ValAcc18.84
Server Batch[149/500] KD:0.1355 ValAcc18.84
Server Batch[150/500] KD:0.1357 ValAcc18.76
Server Batch[151/500] KD:0.1437 ValAcc18.52
Server Batch[152/500] KD:0.1335 ValAcc18.76
Server Batch[153/500] KD:0.1383 ValAcc18.64
Server Batch[154/500] KD:0.1358 ValAcc19.4
Server Batch[155/500] KD:0.1409 ValAcc18.92
Server Batch[156/500] KD:0.1367 ValAcc19.22
Server Batch[157/500] KD:0.1362 ValAcc19.42
Server Batch[158/500] KD:0.1461 ValAcc18.86
Server Batch[159/500] KD:0.1353 ValAcc19.08
Server Batch[160/500] KD:0.1374 ValAcc18.92
Server Batch[161/500] KD:0.1307 ValAcc18.98
Server Batch[162/500] KD:0.1357 ValAcc18.88
Server Batch[163/500] KD:0.1313 ValAcc18.44
Server Batch[164/500] KD:0.1305 ValAcc19.14
Server Batch[165/500] KD:0.1330 ValAcc18.88
Server Batch[166/500] KD:0.1349 ValAcc19.68
Server Batch[167/500] KD:0.1382 ValAcc19.46
Server Batch[168/500] KD:0.1304 ValAcc19.08
Server Batch[169/500] KD:0.1333 ValAcc19.34
Server Batch[170/500] KD:0.1420 ValAcc18.9
Server Batch[171/500] KD:0.1315 ValAcc18.9
Server Batch[172/500] KD:0.1334 ValAcc19.28
Server Batch[173/500] KD:0.1324 ValAcc18.72
Server Batch[174/500] KD:0.1318 ValAcc19.16
Server Batch[175/500] KD:0.1312 ValAcc19.22
Server Batch[176/500] KD:0.1370 ValAcc18.9
Server Batch[177/500] KD:0.1320 ValAcc19.38
Server Batch[178/500] KD:0.1292 ValAcc19.14
Server Batch[179/500] KD:0.1362 ValAcc19.1
Server Batch[180/500] KD:0.1287 ValAcc19.24
Server Batch[181/500] KD:0.1306 ValAcc19.42
Server Batch[182/500] KD:0.1335 ValAcc19.34
Server Batch[183/500] KD:0.1287 ValAcc18.84
Server Batch[184/500] KD:0.1283 ValAcc19.14
Server Batch[185/500] KD:0.1312 ValAcc19.26
Server Batch[186/500] KD:0.1278 ValAcc19.54
Server Batch[187/500] KD:0.1292 ValAcc19.68
Server Batch[188/500] KD:0.1331 ValAcc19.68
Server Batch[189/500] KD:0.1305 ValAcc20.12
Server Batch[190/500] KD:0.1304 ValAcc19.6
Server Batch[191/500] KD:0.1330 ValAcc19.58
Server Batch[192/500] KD:0.1268 ValAcc19.52
Server Batch[193/500] KD:0.1270 ValAcc19.16
Server Batch[194/500] KD:0.1379 ValAcc19.38
Server Batch[195/500] KD:0.1276 ValAcc19.24
Server Batch[196/500] KD:0.1260 ValAcc19.24
Server Batch[197/500] KD:0.1402 ValAcc19.6
Server Batch[198/500] KD:0.1249 ValAcc19.8
Server Batch[199/500] KD:0.1270 ValAcc19.6
Server Batch[200/500] KD:0.1271 ValAcc19.16
Server Batch[201/500] KD:0.1238 ValAcc19.32
Server Batch[202/500] KD:0.1264 ValAcc19.1
Server Batch[203/500] KD:0.1274 ValAcc19.52
Server Batch[204/500] KD:0.1288 ValAcc19.6
Server Batch[205/500] KD:0.1278 ValAcc19.58
Server Batch[206/500] KD:0.1228 ValAcc19.36
Server Batch[207/500] KD:0.1235 ValAcc19.74
Server Batch[208/500] KD:0.1256 ValAcc19.48
Server Batch[209/500] KD:0.1261 ValAcc20.26
Server Batch[210/500] KD:0.1252 ValAcc20.18
Server Batch[211/500] KD:0.1279 ValAcc19.62
Server Batch[212/500] KD:0.1222 ValAcc19.48
Server Batch[213/500] KD:0.1232 ValAcc19.48
Server Batch[214/500] KD:0.1229 ValAcc19.6
Server Batch[215/500] KD:0.1353 ValAcc19.14
Server Batch[216/500] KD:0.1220 ValAcc19.7
Server Batch[217/500] KD:0.1220 ValAcc19.92
Server Batch[218/500] KD:0.1297 ValAcc19.56
Server Batch[219/500] KD:0.1197 ValAcc19.7
Server Batch[220/500] KD:0.1246 ValAcc19.68
Server Batch[221/500] KD:0.1211 ValAcc20.06
Server Batch[222/500] KD:0.1207 ValAcc20.02
Server Batch[223/500] KD:0.1229 ValAcc20.0
Server Batch[224/500] KD:0.1235 ValAcc20.1
Server Batch[225/500] KD:0.1210 ValAcc19.2
Server Batch[226/500] KD:0.1244 ValAcc19.74
Server Batch[227/500] KD:0.1244 ValAcc20.04
Server Batch[228/500] KD:0.1197 ValAcc19.64
Server Batch[229/500] KD:0.1187 ValAcc19.72
Server Batch[230/500] KD:0.1274 ValAcc19.74
Server Batch[231/500] KD:0.1211 ValAcc20.32
Server Batch[232/500] KD:0.1195 ValAcc19.52
Server Batch[233/500] KD:0.1193 ValAcc19.84
Server Batch[234/500] KD:0.1192 ValAcc19.9
Server Batch[235/500] KD:0.1234 ValAcc20.22
Server Batch[236/500] KD:0.1222 ValAcc20.1
Server Batch[237/500] KD:0.1165 ValAcc19.66
Server Batch[238/500] KD:0.1218 ValAcc19.32
Server Batch[239/500] KD:0.1245 ValAcc20.2
Server Batch[240/500] KD:0.1187 ValAcc19.84
Server Batch[241/500] KD:0.1207 ValAcc19.74
Server Batch[242/500] KD:0.1328 ValAcc20.06
Server Batch[243/500] KD:0.1206 ValAcc20.12
Server Batch[244/500] KD:0.1233 ValAcc20.0
Server Batch[245/500] KD:0.1252 ValAcc19.86
Server Batch[246/500] KD:0.1208 ValAcc20.28
Server Batch[247/500] KD:0.1231 ValAcc19.98
Server Batch[248/500] KD:0.1241 ValAcc19.98
Server Batch[249/500] KD:0.1198 ValAcc19.92
Server Batch[250/500] KD:0.1235 ValAcc19.6
Server Batch[251/500] KD:0.1194 ValAcc19.54
Server Batch[252/500] KD:0.1180 ValAcc19.9
